                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.49985,                0.31891,                 0.8475,                0.99777,                      1,                  0.995,                0.92169,                0.41237,                0.21752,                0.80408,              0.0011422,              0.0011422,              0.0011422
                    162,                0.49499,                0.31383,                 0.8492,                0.99744,                      1,                  0.995,                0.91551,                0.44873,                0.23031,                 0.8125,              0.0011389,              0.0011389,              0.0011389
                    163,                0.46505,                0.30055,                0.82811,                0.99745,                      1,                  0.995,                0.92253,                0.41393,                0.22318,                0.80376,              0.0011356,              0.0011356,              0.0011356
                    164,                0.49723,                0.32227,                   0.85,                0.99763,                      1,                  0.995,                0.92587,                0.40465,                0.23636,                0.80652,              0.0011323,              0.0011323,              0.0011323
                    165,                0.49038,                 0.3191,                0.84318,                0.99707,                      1,                  0.995,                0.93736,                0.39854,                0.22431,                 0.8062,               0.001129,               0.001129,               0.001129
                    166,                0.45728,                0.30845,                0.82684,                 0.9973,                      1,                  0.995,                0.93675,                0.38621,                0.22072,                0.80172,              0.0011257,              0.0011257,              0.0011257
                    167,                0.47575,                0.31482,                0.84007,                0.99786,                      1,                  0.995,                0.91897,                0.42185,                0.21758,                0.80692,              0.0011224,              0.0011224,              0.0011224
                    168,                0.47191,                0.30974,                0.83738,                0.99703,                      1,                  0.995,                0.92619,                0.41195,                0.24444,                 0.8049,              0.0011191,              0.0011191,              0.0011191
                    169,                0.46939,                0.30321,                0.83381,                0.99721,                      1,                  0.995,                0.93048,                  0.402,                0.23436,                0.80171,              0.0011158,              0.0011158,              0.0011158
                    170,                0.46883,                0.30354,                0.83184,                0.99731,                      1,                  0.995,                0.93213,                0.38415,                0.22277,                0.79973,              0.0011125,              0.0011125,              0.0011125
                    171,                0.46313,                0.29651,                0.82873,                0.99677,                      1,                  0.995,                0.93369,                0.40054,                0.22631,                0.80219,              0.0011092,              0.0011092,              0.0011092
                    172,                0.51363,                0.31191,                 0.8503,                0.99521,                      1,                  0.995,                 0.9105,                0.43129,                0.23772,                0.81059,              0.0011059,              0.0011059,              0.0011059
                    173,                0.49144,                0.31953,                0.85311,                 0.9955,                      1,                  0.995,                0.91787,                0.38895,                0.21049,                0.79974,              0.0011026,              0.0011026,              0.0011026
                    174,                0.50926,                0.31651,                0.84907,                0.99702,                      1,                  0.995,                0.94876,                0.37747,                0.21465,                0.79925,              0.0010993,              0.0010993,              0.0010993
                    175,                0.50199,                0.31295,                0.84059,                0.99786,                      1,                  0.995,                0.92511,                0.43226,                0.22055,                 0.8088,               0.001096,               0.001096,               0.001096
                    176,                0.49761,                0.33025,                 0.8476,                0.99682,                      1,                  0.995,                0.91735,                0.40987,                0.21862,                0.80541,              0.0010927,              0.0010927,              0.0010927
                    177,                0.47603,                0.29804,                0.84609,                0.99739,                      1,                  0.995,                0.91471,                0.42618,                0.21702,                 0.8107,              0.0010894,              0.0010894,              0.0010894
                    178,                0.49177,                 0.3073,                0.85194,                0.99717,                      1,                  0.995,                0.91693,                0.45193,                0.24018,                0.81732,              0.0010861,              0.0010861,              0.0010861
                    179,                0.49287,                0.31165,                0.84484,                0.99717,                      1,                  0.995,                0.92261,                 0.4233,                0.21954,                0.80797,              0.0010828,              0.0010828,              0.0010828
                    180,                0.48668,                 0.3006,                0.84515,                0.99754,                      1,                  0.995,                0.91288,                0.44428,                0.22138,                0.81203,              0.0010795,              0.0010795,              0.0010795
                    181,                0.48042,                0.29632,                0.83934,                0.99754,                      1,                  0.995,                0.91328,                0.44989,                 0.2108,                0.81174,              0.0010762,              0.0010762,              0.0010762
                    182,                0.49209,                0.30005,                0.84487,                0.99758,                      1,                  0.995,                0.93568,                0.40607,                 0.2209,                0.80337,              0.0010729,              0.0010729,              0.0010729
                    183,                0.47935,                0.30545,                0.84646,                0.99737,                      1,                  0.995,                0.92338,                0.40473,                0.22304,                0.80496,              0.0010696,              0.0010696,              0.0010696
                    184,                0.47172,                0.30651,                0.83458,                0.99788,                      1,                  0.995,                0.90834,                0.43474,                 0.2159,                 0.8102,              0.0010663,              0.0010663,              0.0010663
                    185,                0.47315,                0.30361,                0.83298,                0.99765,                      1,                  0.995,                0.91355,                0.44553,                 0.2242,                0.80845,               0.001063,               0.001063,               0.001063
                    186,                0.46613,                0.29329,                0.83068,                0.99779,                      1,                  0.995,                0.92632,                0.41704,                0.23064,                0.80434,              0.0010597,              0.0010597,              0.0010597
                    187,                0.46175,                0.29447,                0.83552,                0.99754,                      1,                  0.995,                0.93295,                0.41121,                 0.2308,                0.80875,              0.0010564,              0.0010564,              0.0010564
                    188,                0.48006,                0.30742,                0.82684,                0.99678,                      1,                  0.995,                0.93413,                0.41041,                0.23733,                0.80432,              0.0010531,              0.0010531,              0.0010531
                    189,                0.47299,                0.30076,                0.83142,                0.99698,                      1,                  0.995,                0.92962,                0.40158,                0.23974,                0.80228,              0.0010498,              0.0010498,              0.0010498
                    190,                0.48491,                0.30779,                0.84829,                0.99754,                      1,                  0.995,                0.92509,                0.42215,                0.24239,                0.80664,              0.0010465,              0.0010465,              0.0010465
                    191,                0.46995,                0.29276,                0.83176,                0.99782,                      1,                  0.995,                0.92724,                0.42488,                0.24626,                0.80467,              0.0010432,              0.0010432,              0.0010432
                    192,                0.50909,                 0.3139,                0.84443,                 0.9976,                      1,                  0.995,                0.92868,                0.40881,                0.22981,                0.80104,              0.0010399,              0.0010399,              0.0010399
                    193,                0.47921,                0.30459,                 0.8411,                0.99726,                      1,                  0.995,                0.92881,                0.39247,                0.21417,                0.80346,              0.0010366,              0.0010366,              0.0010366
                    194,                0.47884,                0.30548,                0.83332,                0.99691,                      1,                  0.995,                 0.9412,                0.37124,                0.21697,                0.80027,              0.0010333,              0.0010333,              0.0010333
                    195,                0.45222,                0.28736,                0.82848,                  0.997,                      1,                  0.995,                0.93305,                0.39145,                0.20136,                0.80207,                0.00103,                0.00103,                0.00103
                    196,                0.46746,                0.29877,                 0.8288,                0.99716,                      1,                  0.995,                0.90656,                0.46181,                0.23541,                0.81045,              0.0010267,              0.0010267,              0.0010267
                    197,                  0.466,                0.28655,                0.83349,                0.99732,                      1,                  0.995,                0.91933,                0.44268,                0.23349,                0.80597,              0.0010234,              0.0010234,              0.0010234
                    198,                0.47228,                0.29017,                0.84147,                0.99751,                      1,                  0.995,                0.92083,                0.42096,                 0.2185,                0.80418,              0.0010201,              0.0010201,              0.0010201
                    199,                0.46203,                0.29022,                0.83323,                0.99779,                      1,                  0.995,                0.91623,                0.44399,                0.22287,                0.81214,              0.0010168,              0.0010168,              0.0010168
                    200,                0.46987,                0.29662,                0.83781,                0.99786,                      1,                  0.995,                0.92218,                0.41678,                0.21021,                0.80643,              0.0010135,              0.0010135,              0.0010135
                    201,                0.47872,                0.29853,                0.85876,                 0.9979,                      1,                  0.995,                0.92541,                0.42855,                 0.2214,                0.80668,              0.0010102,              0.0010102,              0.0010102
                    202,                0.47969,                0.29183,                0.84876,                0.99765,                      1,                  0.995,                0.91699,                0.43288,                0.21792,                0.80749,              0.0010069,              0.0010069,              0.0010069
                    203,                 0.4917,                0.29649,                0.84605,                0.99684,                      1,                  0.995,                0.90915,                0.43612,                0.22342,                0.80788,              0.0010036,              0.0010036,              0.0010036
                    204,                0.48429,                0.29335,                 0.8443,                0.99675,                      1,                  0.995,                0.92175,                0.40026,                0.22666,                0.80136,              0.0010003,              0.0010003,              0.0010003
                    205,                0.50403,                0.30757,                0.84642,                0.99773,                      1,                  0.995,                0.91044,                0.42964,                0.21271,                0.80699,             0.00099697,             0.00099697,             0.00099697
                    206,                0.50025,                0.30706,                0.84011,                0.99782,                      1,                  0.995,                0.91092,                0.45225,                0.22872,                 0.8098,             0.00099367,             0.00099367,             0.00099367
                    207,                0.44797,                0.28062,                0.82935,                0.99779,                      1,                  0.995,                0.91685,                0.43394,                0.22632,                0.80501,             0.00099036,             0.00099036,             0.00099036
                    208,                 0.4668,                0.29011,                0.83256,                0.99767,                      1,                  0.995,                0.91656,                0.41168,                 0.2047,                0.80518,             0.00098706,             0.00098706,             0.00098706
                    209,                0.47325,                0.29464,                0.84777,                0.99759,                      1,                  0.995,                0.91814,                0.41985,                0.20829,                0.80765,             0.00098376,             0.00098376,             0.00098376
                    210,                 0.4528,                0.28235,                0.83462,                0.99782,                      1,                  0.995,                0.93237,                0.41091,                0.19885,                0.80526,             0.00098046,             0.00098046,             0.00098046
                    211,                0.46968,                0.29143,                0.84099,                 0.9978,                      1,                  0.995,                0.93081,                0.40933,                0.20753,                0.80581,             0.00097716,             0.00097716,             0.00097716
                    212,                0.46851,                0.30111,                0.84595,                0.99739,                      1,                  0.995,                0.91979,                 0.4231,                0.21359,                0.80808,             0.00097386,             0.00097386,             0.00097386
                    213,                0.46693,                0.29039,                0.83576,                0.99778,                      1,                  0.995,                 0.9114,                0.43269,                 0.2159,                0.80771,             0.00097056,             0.00097056,             0.00097056
                    214,                0.47577,                0.29669,                0.84249,                0.99639,                      1,                  0.995,                0.91091,                0.43487,                0.22027,                0.80761,             0.00096726,             0.00096726,             0.00096726
                    215,                0.47007,                0.29358,                0.84454,                0.99576,                      1,                  0.995,                0.91623,                 0.4181,                 0.2165,                0.80525,             0.00096396,             0.00096396,             0.00096396
                    216,                0.45485,                0.29604,                0.84061,                0.99732,                      1,                  0.995,                0.91411,                0.42243,                0.21185,                0.80587,             0.00096066,             0.00096066,             0.00096066
                    217,                0.45415,                0.29554,                 0.8419,                0.99769,                      1,                  0.995,                0.90973,                0.42463,                0.20616,                0.80643,             0.00095736,             0.00095736,             0.00095736
                    218,                 0.4476,                0.29123,                0.83723,                0.99768,                      1,                  0.995,                0.92004,                0.41639,                0.19702,                 0.8041,             0.00095406,             0.00095406,             0.00095406
                    219,                0.47482,                0.29328,                0.83816,                0.99778,                      1,                  0.995,                0.91582,                0.42424,                0.20392,                0.80632,             0.00095076,             0.00095076,             0.00095076
                    220,                0.47728,                0.28956,                0.84295,                 0.9974,                      1,                  0.995,                0.90105,                0.44881,                0.20651,                0.81028,             0.00094746,             0.00094746,             0.00094746
                    221,                0.47406,                 0.2852,                0.84626,                0.99775,                      1,                  0.995,                0.90968,                0.42891,                0.22486,                0.80622,             0.00094416,             0.00094416,             0.00094416
                    222,                0.46487,                0.27966,                0.85013,                0.99748,                      1,                  0.995,                0.91168,                0.43531,                0.21924,                0.80763,             0.00094085,             0.00094085,             0.00094085
                    223,                0.43253,                0.27243,                0.82642,                0.99744,                      1,                  0.995,                0.91457,                0.43041,                0.21543,                0.80745,             0.00093755,             0.00093755,             0.00093755
                    224,                0.45312,                0.27984,                0.82161,                0.99764,                      1,                  0.995,                0.92143,                0.42133,                 0.2123,                0.80565,             0.00093425,             0.00093425,             0.00093425
