                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.66242,                0.72255,                0.91197,                0.87072,                0.84443,                0.89494,                0.67611,                0.84043,                0.79293,                0.93573,             0.00036265,             0.00036265,             0.00036265
                     87,                0.66011,                0.71545,                0.89625,                0.87436,                0.85058,                0.91579,                0.68925,                  0.839,                 0.7805,                0.92741,             0.00036179,             0.00036179,             0.00036179
                     88,                0.64338,                0.72047,                0.89405,                0.89996,                0.84174,                0.91411,                0.68224,                0.84654,                0.76629,                0.92156,             0.00036093,             0.00036093,             0.00036093
                     89,                0.65266,                0.73063,                 0.9081,                0.88289,                0.84632,                0.91337,                0.69826,                0.83704,                0.77006,                0.92265,             0.00036007,             0.00036007,             0.00036007
                     90,                0.65539,                0.71874,                0.90555,                  0.836,                0.87766,                0.91128,                0.69484,                 0.8262,                0.73311,                0.91835,             0.00035921,             0.00035921,             0.00035921
                     91,                0.65623,                0.70415,                0.91576,                0.87204,                0.86313,                0.91766,                0.68732,                0.86624,                0.74811,                0.93091,             0.00035834,             0.00035834,             0.00035834
                     92,                0.65876,                0.71348,                0.90166,                0.87134,                0.85249,                0.92269,                0.70318,                 0.8167,                0.74316,                 0.9214,             0.00035748,             0.00035748,             0.00035748
                     93,                0.64818,                0.73654,                0.91252,                0.87096,                0.83865,                  0.915,                0.69599,                0.82643,                0.77091,                0.92438,             0.00035662,             0.00035662,             0.00035662
                     94,                0.65438,                0.69275,                 0.8971,                0.88179,                0.86093,                0.91604,                0.68977,                0.81198,                0.77227,                0.93095,             0.00035576,             0.00035576,             0.00035576
                     95,                0.61809,                0.69025,                0.89276,                 0.8775,                0.86137,                 0.9076,                0.65752,                0.89549,                0.81253,                0.97275,              0.0003549,              0.0003549,              0.0003549
                     96,                0.65562,                0.72381,                0.89931,                0.89586,                0.87242,                0.93445,                 0.6876,                 0.8461,                0.77238,                0.95093,             0.00035404,             0.00035404,             0.00035404
                     97,                 0.6481,                0.70716,                0.90458,                0.92146,                0.86616,                0.93207,                0.68561,                 0.8529,                0.76951,                0.95688,             0.00035318,             0.00035318,             0.00035318
                     98,                0.64101,                0.72168,                0.90225,                0.93324,                0.85996,                0.96515,                 0.7044,                0.82457,                0.74593,                0.94954,             0.00035232,             0.00035232,             0.00035232
                     99,                0.65664,                0.73576,                0.91646,                0.91033,                0.86681,                0.96537,                  0.735,                0.83306,                0.72438,                0.93944,             0.00035145,             0.00035145,             0.00035145
                    100,                0.62714,                 0.6994,                0.90019,                0.91064,                0.84209,                0.96355,                0.71089,                0.83549,                0.76505,                0.94174,             0.00035059,             0.00035059,             0.00035059
                    101,                0.66197,                0.71931,                0.90139,                0.87844,                0.84841,                0.92439,                0.69017,                0.84236,                0.78173,                0.93856,             0.00034973,             0.00034973,             0.00034973
                    102,                0.64394,                0.69633,                0.89033,                0.81219,                0.84411,                 0.9092,                0.68326,                0.83023,                0.73296,                0.93853,             0.00034887,             0.00034887,             0.00034887
                    103,                0.65922,                0.69937,                0.89768,                0.83868,                0.85713,                0.91473,                0.69283,                0.84222,                0.73733,                 0.9366,             0.00034801,             0.00034801,             0.00034801
                    104,                0.64165,                0.69556,                0.89576,                0.84934,                0.88326,                0.91436,                0.70019,                0.78062,                 0.7137,                0.91363,             0.00034715,             0.00034715,             0.00034715
                    105,                0.61454,                0.67598,                0.89461,                0.90469,                 0.8037,                0.91521,                0.69514,                0.79073,                0.69886,                0.91621,             0.00034629,             0.00034629,             0.00034629
                    106,                0.63982,                0.68136,                0.89908,                0.91582,                0.80434,                0.93094,                0.70044,                0.82276,                0.67927,                0.93068,             0.00034542,             0.00034542,             0.00034542
                    107,                0.66379,                0.71834,                0.90428,                0.77497,                0.89386,                0.92606,                0.70365,                0.81693,                0.69241,                0.92822,             0.00034456,             0.00034456,             0.00034456
                    108,                0.62931,                0.71903,                0.91936,                0.81467,                0.87829,                0.91956,                0.70626,                0.83706,                0.72356,                 0.9515,              0.0003437,              0.0003437,              0.0003437
                    109,                0.62674,                0.68879,                 0.8915,                 0.8724,                0.87428,                0.92496,                0.70139,                  0.839,                0.70877,                0.95033,             0.00034284,             0.00034284,             0.00034284
                    110,                 0.6147,                0.66365,                 0.8898,                0.90249,                 0.8769,                0.92504,                0.68873,                 0.8601,                0.71929,                0.94939,             0.00034198,             0.00034198,             0.00034198
                    111,                0.58812,                0.62184,                0.87769,                0.82731,                 0.8928,                0.92112,                0.69217,                0.84624,                0.71605,                0.95041,             0.00034112,             0.00034112,             0.00034112
                    112,                0.59989,                0.65141,                0.88518,                0.83222,                0.87564,                0.97052,                0.73911,                0.84029,                0.72012,                0.94846,             0.00034026,             0.00034026,             0.00034026
                    113,                0.58844,                0.65987,                 0.8826,                 0.8862,                0.88041,                0.97295,                0.75737,                0.80432,                0.68951,                 0.9365,              0.0003394,              0.0003394,              0.0003394
                    114,                0.59742,                0.65652,                0.87773,                0.89046,                0.90358,                0.97584,                0.74685,                0.81406,                0.66969,                0.93183,             0.00033853,             0.00033853,             0.00033853
                    115,                0.59912,                0.64257,                0.89091,                0.91479,                0.88314,                0.97543,                0.74714,                0.80256,                0.67646,                0.92392,             0.00033767,             0.00033767,             0.00033767
                    116,                 0.6188,                0.67222,                0.89145,                 0.8564,                0.88934,                0.96965,                0.74363,                0.85581,                0.71188,                0.93389,             0.00033681,             0.00033681,             0.00033681
                    117,                0.61033,                0.65964,                0.88767,                0.81186,                0.88825,                 0.9667,                0.73132,                0.84571,                0.72254,                0.93035,             0.00033595,             0.00033595,             0.00033595
                    118,                0.61252,                0.64342,                0.88736,                0.88206,                0.83991,                0.96173,                0.74063,                0.81242,                0.76029,                0.92075,             0.00033509,             0.00033509,             0.00033509
                    119,                0.60382,                0.63869,                0.88727,                0.85891,                0.85629,                0.95897,                0.70857,                0.86684,                0.74221,                 0.9491,             0.00033423,             0.00033423,             0.00033423
                    120,                0.62248,                0.66301,                 0.8991,                0.92877,                0.83729,                0.96517,                0.72443,                0.82959,                0.69667,                0.93702,             0.00033337,             0.00033337,             0.00033337
                    121,                 0.6069,                0.63888,                0.88878,                0.93809,                0.83916,                0.96648,                0.73211,                0.81542,                0.67328,                0.92788,             0.00033251,             0.00033251,             0.00033251
                    122,                 0.6084,                 0.6198,                0.89747,                0.94763,                0.83999,                0.96632,                0.73891,                0.81267,                0.65463,                0.92198,             0.00033164,             0.00033164,             0.00033164
                    123,                0.59225,                0.63821,                0.88638,                0.88645,                0.85482,                0.93902,                0.70302,                0.83472,                0.67521,                0.92672,             0.00033078,             0.00033078,             0.00033078
                    124,                0.61063,                0.64336,                0.89339,                0.93072,                0.82091,                 0.9426,                0.70082,                0.80887,                0.65133,                0.91725,             0.00032992,             0.00032992,             0.00032992
                    125,                0.59609,                0.60658,                0.87291,                0.91947,                0.82883,                0.97246,                0.71556,                0.83107,                0.66111,                0.93005,             0.00032906,             0.00032906,             0.00032906
                    126,                0.58671,                0.62989,                0.88133,                0.93242,                0.81468,                0.96624,                0.71986,                0.81866,                0.66514,                0.92612,              0.0003282,              0.0003282,              0.0003282
                    127,                0.63574,                0.65744,                0.89709,                0.89398,                0.82513,                 0.9587,                0.71903,                0.83853,                0.69749,                0.93469,             0.00032734,             0.00032734,             0.00032734
                    128,                0.57108,                 0.5867,                 0.8745,                0.86941,                0.83969,                0.96026,                0.71496,                0.84483,                 0.7112,                0.93795,             0.00032648,             0.00032648,             0.00032648
                    129,                  0.593,                0.62506,                0.88097,                0.85444,                0.86395,                0.96413,                0.69941,                  0.873,                0.71493,                 0.9524,             0.00032561,             0.00032561,             0.00032561
