                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.52977,                 0.5852,                0.85416,                0.97374,                      1,                  0.995,                0.89104,                0.49823,                0.53588,                0.80038,              0.0012762,              0.0012762,              0.0012762
                     57,                0.58389,                0.62223,                  0.902,                0.98534,                      1,                  0.995,                 0.8955,                0.47605,                0.49657,                0.79067,              0.0012734,              0.0012734,              0.0012734
                     58,                0.59968,                0.61487,                0.89491,                0.98964,                      1,                  0.995,                0.89173,                0.48256,                0.45469,                0.78767,              0.0012706,              0.0012706,              0.0012706
                     59,                0.58885,                0.64351,                 0.9039,                 0.9913,                      1,                  0.995,                0.89458,                0.49274,                0.47256,                0.78497,              0.0012677,              0.0012677,              0.0012677
                     60,                0.53349,                0.56028,                0.86896,                0.99439,                      1,                  0.995,                0.89894,                0.46627,                0.48729,                0.77588,              0.0012649,              0.0012649,              0.0012649
                     61,                0.54749,                0.59085,                 0.8887,                0.98376,                      1,                  0.995,                0.91961,                0.46451,                0.49919,                0.77367,              0.0012621,              0.0012621,              0.0012621
                     62,                0.51961,                0.57001,                0.88069,                0.98669,                      1,                  0.995,                0.92142,                0.46406,                0.46498,                0.77637,              0.0012592,              0.0012592,              0.0012592
                     63,                0.52541,                0.56767,                0.86863,                0.99271,                      1,                  0.995,                0.91436,                0.46249,                0.43089,                0.77655,              0.0012564,              0.0012564,              0.0012564
                     64,                0.54095,                0.54405,                0.87568,                 0.9877,                      1,                  0.995,                0.90198,                0.47433,                0.41831,                 0.7784,              0.0012536,              0.0012536,              0.0012536
                     65,                0.55683,                0.54794,                0.88554,                0.98657,                      1,                  0.995,                 0.9087,                0.47371,                0.42639,                0.77619,              0.0012507,              0.0012507,              0.0012507
                     66,                0.50261,                0.51202,                0.86612,                0.99029,                      1,                  0.995,                 0.8961,                0.45603,                0.42453,                0.77721,              0.0012479,              0.0012479,              0.0012479
                     67,                0.52016,                 0.5595,                0.86789,                0.99083,                      1,                  0.995,                 0.9016,                 0.4347,                0.41802,                0.77612,              0.0012451,              0.0012451,              0.0012451
                     68,                0.56016,                0.54462,                0.88275,                0.99068,                      1,                  0.995,                 0.9131,                0.44884,                0.44714,                0.77827,              0.0012423,              0.0012423,              0.0012423
                     69,                0.59794,                0.60958,                0.90825,                0.99225,                      1,                  0.995,                0.89915,                0.51241,                0.44959,                0.79123,              0.0012394,              0.0012394,              0.0012394
                     70,                0.54031,                0.56007,                0.87278,                0.99449,                      1,                  0.995,                0.90795,                0.47365,                0.41379,                0.78477,              0.0012366,              0.0012366,              0.0012366
                     71,                0.55607,                0.54521,                0.90862,                0.99448,                      1,                  0.995,                0.91231,                0.42808,                0.38362,                0.77743,              0.0012338,              0.0012338,              0.0012338
                     72,                0.53622,                 0.5414,                0.89531,                0.99207,                      1,                  0.995,                0.92587,                0.44705,                0.38713,                0.78255,              0.0012309,              0.0012309,              0.0012309
                     73,                 0.5432,                0.51475,                0.87884,                 0.9919,                      1,                  0.995,                0.92637,                0.44146,                0.38893,                0.78084,              0.0012281,              0.0012281,              0.0012281
                     74,                0.55547,                0.54202,                0.88263,                0.99264,                      1,                  0.995,                 0.9347,                0.43018,                0.39144,                0.77463,              0.0012253,              0.0012253,              0.0012253
                     75,                0.51767,                0.51369,                0.86539,                0.99327,                      1,                  0.995,                0.92773,                0.45645,                 0.3678,                0.78093,              0.0012225,              0.0012225,              0.0012225
                     76,                0.54073,                0.55649,                 0.8983,                0.99277,                      1,                  0.995,                0.91325,                0.45295,                 0.3719,                0.78572,              0.0012196,              0.0012196,              0.0012196
                     77,                 0.5534,                0.52724,                0.88494,                0.99414,                      1,                  0.995,                0.91423,                0.44022,                0.39379,                 0.7802,              0.0012168,              0.0012168,              0.0012168
                     78,                0.59914,                 0.5638,                 0.9052,                0.99419,                      1,                  0.995,                0.91159,                0.44734,                0.41908,                0.77743,               0.001214,               0.001214,               0.001214
                     79,                0.50462,                0.51082,                0.85908,                0.99303,                      1,                  0.995,                0.91031,                0.47858,                0.43417,                0.78251,              0.0012111,              0.0012111,              0.0012111
                     80,                 0.5509,                0.53815,                0.89212,                0.99436,                      1,                  0.995,                0.89092,                0.50783,                0.40782,                0.79499,              0.0012083,              0.0012083,              0.0012083
                     81,                0.53117,                0.51034,                0.86744,                0.99143,                      1,                  0.995,                0.89337,                0.48083,                 0.3886,                0.79137,              0.0012055,              0.0012055,              0.0012055
                     82,                  0.523,                0.51882,                0.88711,                0.98609,                      1,                  0.995,                0.89448,                 0.4676,                0.39778,                0.78081,              0.0012026,              0.0012026,              0.0012026
                     83,                0.55471,                0.55449,                0.90768,                0.98513,                      1,                  0.995,                0.89094,                0.44862,                0.38591,                0.77908,              0.0011998,              0.0011998,              0.0011998
                     84,                0.58792,                0.51856,                 0.8867,                0.98888,                      1,                  0.995,                0.89999,                0.44841,                0.37235,                0.77723,               0.001197,               0.001197,               0.001197
                     85,                0.56922,                0.53315,                0.87948,                0.99086,                      1,                  0.995,                0.91015,                0.42516,                0.36784,                0.77393,              0.0011942,              0.0011942,              0.0011942
                     86,                0.51831,                0.50879,                0.87416,                0.98686,                      1,                  0.995,                0.90935,                0.44087,                0.38574,                0.77729,              0.0011913,              0.0011913,              0.0011913
                     87,                0.52657,                0.51565,                 0.8689,                0.98492,                      1,                  0.995,                0.90492,                0.45765,                0.39419,                0.77594,              0.0011885,              0.0011885,              0.0011885
                     88,                0.57404,                 0.5242,                0.89282,                0.98403,                      1,                  0.995,                0.91527,                 0.4318,                0.39342,                0.77053,              0.0011857,              0.0011857,              0.0011857
                     89,                0.54915,                0.52213,                0.89135,                0.98528,                      1,                  0.995,                0.92312,                0.41654,                0.40241,                 0.7715,              0.0011828,              0.0011828,              0.0011828
                     90,                0.52909,                0.51437,                0.88921,                0.98684,                      1,                  0.995,                0.92535,                0.40846,                0.40063,                0.77085,                0.00118,                0.00118,                0.00118
                     91,                0.50126,                0.50274,                0.86065,                0.98387,                      1,                  0.995,                0.92168,                0.41712,                0.39618,                 0.7743,              0.0011772,              0.0011772,              0.0011772
                     92,                 0.5294,                0.50617,                0.87989,                0.98424,                      1,                  0.995,                0.91228,                0.43821,                0.37913,                0.77859,              0.0011744,              0.0011744,              0.0011744
                     93,                0.51611,                0.48227,                0.88387,                0.98947,                      1,                  0.995,                 0.9214,                0.43767,                0.36507,                0.77674,              0.0011715,              0.0011715,              0.0011715
                     94,                 0.5132,                0.47425,                0.86742,                0.98934,                      1,                  0.995,                0.92017,                0.41331,                0.35493,                0.77177,              0.0011687,              0.0011687,              0.0011687
                     95,                  0.517,                 0.4661,                0.86981,                0.98407,                      1,                  0.995,                 0.8992,                 0.4424,                0.36032,                 0.7783,              0.0011659,              0.0011659,              0.0011659
                     96,                0.52194,                0.49783,                0.89099,                0.98141,                      1,                  0.995,                0.89588,                 0.4573,                0.36757,                0.78009,               0.001163,               0.001163,               0.001163
                     97,                0.53392,                 0.4878,                0.87889,                0.98428,                      1,                  0.995,                0.89919,                0.41121,                0.36037,                0.77059,              0.0011602,              0.0011602,              0.0011602
                     98,                0.48553,                0.46401,                0.86786,                0.98584,                      1,                  0.995,                0.92707,                0.41057,                0.35206,                0.77109,              0.0011574,              0.0011574,              0.0011574
                     99,                0.49428,                0.47268,                0.85695,                0.98794,                      1,                  0.995,                0.91492,                0.42723,                0.34285,                0.77431,              0.0011545,              0.0011545,              0.0011545
                    100,                0.49817,                0.46798,                0.86611,                0.98689,                      1,                  0.995,                 0.9092,                0.46366,                0.34081,                0.78033,              0.0011517,              0.0011517,              0.0011517
                    101,                0.48872,                0.44226,                0.84884,                0.98666,                      1,                  0.995,                 0.9057,                0.43913,                0.32367,                0.77444,              0.0011489,              0.0011489,              0.0011489
                    102,                0.47445,                 0.4519,                0.85588,                0.98756,                      1,                  0.995,                0.91296,                0.44036,                0.32206,                0.77127,              0.0011461,              0.0011461,              0.0011461
                    103,                0.50941,                0.45997,                0.86866,                0.98988,                      1,                  0.995,                0.91604,                0.45825,                0.32292,                0.77595,              0.0011432,              0.0011432,              0.0011432
                    104,                0.51435,                 0.4573,                0.87842,                0.99211,                      1,                  0.995,                0.92044,                 0.4585,                0.32502,                0.77813,              0.0011404,              0.0011404,              0.0011404
                    105,                0.54615,                 0.4796,                0.88502,                 0.9919,                      1,                  0.995,                0.91438,                0.42131,                0.32629,                0.77224,              0.0011376,              0.0011376,              0.0011376
                    106,                0.48462,                0.45602,                0.86833,                 0.9891,                      1,                  0.995,                0.92943,                0.40206,                0.31071,                  0.769,              0.0011347,              0.0011347,              0.0011347
                    107,                0.48529,                0.45877,                0.86575,                0.98853,                      1,                  0.995,                0.92445,                0.42437,                0.31847,                 0.7711,              0.0011319,              0.0011319,              0.0011319
                    108,                0.52237,                0.47391,                   0.86,                 0.9884,                      1,                  0.995,                0.91796,                0.43899,                0.32894,                0.77438,              0.0011291,              0.0011291,              0.0011291
                    109,                0.47203,                0.43449,                0.84591,                0.99232,                      1,                  0.995,                0.92955,                0.43288,                 0.3229,                0.77517,              0.0011263,              0.0011263,              0.0011263
                    110,                0.49817,                0.45406,                0.86474,                0.99276,                      1,                  0.995,                0.92425,                0.40022,                0.31199,                0.76954,              0.0011234,              0.0011234,              0.0011234
                    111,                0.47611,                 0.4643,                0.85702,                0.99133,                      1,                  0.995,                0.93752,                0.38049,                0.30928,                0.76441,              0.0011206,              0.0011206,              0.0011206
                    112,                0.50096,                0.45392,                0.87119,                0.99173,                      1,                  0.995,                0.91915,                 0.4059,                0.31172,                0.76469,              0.0011178,              0.0011178,              0.0011178
                    113,                0.47785,                0.42645,                0.85445,                0.99345,                      1,                  0.995,                0.90311,                0.44949,                0.33057,                0.77091,              0.0011149,              0.0011149,              0.0011149
                    114,                0.48331,                0.42666,                0.85512,                0.99157,                      1,                  0.995,                0.90507,                0.46224,                0.33461,                0.77601,              0.0011121,              0.0011121,              0.0011121
                    115,                0.51832,                0.44428,                0.86141,                0.99026,                      1,                  0.995,                0.90791,                0.45615,                0.33085,                0.77859,              0.0011093,              0.0011093,              0.0011093
                    116,                0.50403,                0.45829,                0.87568,                0.99019,                      1,                  0.995,                0.92676,                0.41827,                0.31328,                0.77401,              0.0011064,              0.0011064,              0.0011064
                    117,                0.47122,                0.43256,                0.85277,                0.99148,                      1,                  0.995,                0.94063,                0.38274,                0.29939,                0.77027,              0.0011036,              0.0011036,              0.0011036
                    118,                0.46393,                 0.4238,                0.84892,                0.99218,                      1,                  0.995,                0.92221,                0.39916,                0.29413,                 0.7721,              0.0011008,              0.0011008,              0.0011008
                    119,                0.47003,                0.43646,                0.87532,                 0.9934,                      1,                  0.995,                0.91393,                0.43693,                0.29725,                0.77628,               0.001098,               0.001098,               0.001098
                    120,                0.48675,                0.44416,                0.86453,                0.99378,                      1,                  0.995,                0.90985,                0.45486,                0.31441,                0.77639,              0.0010951,              0.0010951,              0.0010951
                    121,                0.49873,                0.45474,                0.86998,                 0.9942,                      1,                  0.995,                0.89201,                0.46371,                0.31211,                0.77772,              0.0010923,              0.0010923,              0.0010923
                    122,                0.46488,                0.43021,                0.85481,                0.99464,                      1,                  0.995,                0.88879,                0.48337,                 0.3059,                 0.7844,              0.0010895,              0.0010895,              0.0010895
                    123,                 0.5167,                0.44769,                0.86854,                0.99353,                      1,                  0.995,                0.90477,                0.46718,                0.31388,                0.78124,              0.0010866,              0.0010866,              0.0010866
                    124,                0.48136,                0.40594,                0.85129,                0.99076,                      1,                  0.995,                0.92119,                0.45017,                0.32223,                0.77808,              0.0010838,              0.0010838,              0.0010838
                    125,                0.46577,                   0.42,                0.85403,                0.98813,                      1,                  0.995,                0.91543,                0.42415,                0.31871,                0.77067,               0.001081,               0.001081,               0.001081
                    126,                0.48159,                0.43754,                0.86464,                0.98882,                      1,                  0.995,                0.91547,                0.41392,                0.31105,                0.76781,              0.0010782,              0.0010782,              0.0010782
                    127,                0.48688,                0.41843,                0.86094,                0.99009,                      1,                  0.995,                 0.9141,                0.40765,                0.30583,                0.76691,              0.0010753,              0.0010753,              0.0010753
                    128,                 0.4952,                0.42999,                0.86011,                0.99287,                      1,                  0.995,                0.91893,                0.41007,                0.29166,                0.76592,              0.0010725,              0.0010725,              0.0010725
                    129,                 0.5088,                0.43955,                0.88227,                0.99352,                      1,                  0.995,                0.93019,                0.40484,                0.29135,                0.76633,              0.0010697,              0.0010697,              0.0010697
                    130,                0.48894,                0.44508,                0.86291,                0.99186,                      1,                  0.995,                  0.925,                0.41156,                0.29262,                0.76902,              0.0010668,              0.0010668,              0.0010668
                    131,                0.46235,                0.41497,                0.85345,                0.99126,                      1,                  0.995,                0.91835,                0.42363,                0.29706,                0.77148,               0.001064,               0.001064,               0.001064
                    132,                0.48724,                0.42254,                0.87152,                 0.9924,                      1,                  0.995,                 0.9145,                0.42759,                0.30594,                0.77239,              0.0010612,              0.0010612,              0.0010612
                    133,                0.49598,                0.42244,                0.87555,                0.99375,                      1,                  0.995,                0.92727,                0.39233,                0.29382,                 0.7662,              0.0010583,              0.0010583,              0.0010583
