                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.63707,                 0.5802,                0.89378,                0.98104,                      1,                  0.995,                0.90792,                0.45878,                0.45677,                 0.8359,             0.00087132,             0.00087132,             0.00087132
                    156,                0.56506,                0.54906,                0.87787,                0.97885,                      1,                  0.995,                0.90783,                0.48576,                 0.4553,                0.84171,             0.00086885,             0.00086885,             0.00086885
                    157,                0.53958,                0.52118,                0.85426,                0.97885,                      1,                  0.995,                0.90783,                0.48576,                 0.4553,                0.84171,             0.00086637,             0.00086637,             0.00086637
                    158,                 0.5411,                0.55564,                0.85826,                0.97948,                      1,                  0.995,                0.89426,                0.52979,                0.45841,                0.85371,              0.0008639,              0.0008639,              0.0008639
                    159,                0.54995,                0.53771,                 0.8756,                0.97948,                      1,                  0.995,                0.89426,                0.52979,                0.45841,                0.85371,             0.00086142,             0.00086142,             0.00086142
                    160,                0.56565,                0.54704,                0.88703,                0.97883,                      1,                  0.995,                0.88929,                0.56375,                0.45279,                0.86202,             0.00085895,             0.00085895,             0.00085895
                    161,                0.53714,                0.53579,                0.85932,                0.97883,                      1,                  0.995,                0.88929,                0.56375,                0.45279,                0.86202,             0.00085647,             0.00085647,             0.00085647
                    162,                0.54398,                0.53166,                0.86373,                0.97624,                      1,                  0.995,                0.89202,                0.55482,                0.44006,                 0.8607,               0.000854,               0.000854,               0.000854
                    163,                0.53063,                0.53482,                0.88429,                0.97624,                      1,                  0.995,                0.89202,                0.55482,                0.44006,                 0.8607,             0.00085152,             0.00085152,             0.00085152
                    164,                0.55488,                0.53697,                0.87238,                0.97723,                      1,                  0.995,                0.89692,                0.53139,                0.41097,                0.85614,             0.00084905,             0.00084905,             0.00084905
                    165,                0.53623,                0.54883,                0.87943,                0.97723,                      1,                  0.995,                0.89692,                0.53139,                0.41097,                0.85614,             0.00084658,             0.00084658,             0.00084658
                    166,                0.59312,                0.58124,                0.93006,                0.97562,                      1,                  0.995,                0.88597,                0.53249,                0.43781,                0.86111,              0.0008441,              0.0008441,              0.0008441
                    167,                0.59513,                0.54523,                0.88072,                0.97562,                      1,                  0.995,                0.88597,                0.53249,                0.43781,                0.86111,             0.00084162,             0.00084162,             0.00084162
                    168,                0.57046,                0.54265,                0.88897,                0.96808,                      1,                  0.995,                0.88353,                0.57573,                0.46613,                0.87546,             0.00083915,             0.00083915,             0.00083915
                    169,                0.55695,                0.52715,                0.86569,                0.96808,                      1,                  0.995,                0.88353,                0.57573,                0.46613,                0.87546,             0.00083667,             0.00083667,             0.00083667
                    170,                0.55204,                0.53639,                0.87831,                0.96363,                      1,                  0.995,                0.88418,                0.59783,                0.48664,                0.88358,              0.0008342,              0.0008342,              0.0008342
                    171,                0.55465,                0.55584,                0.93851,                0.96363,                      1,                  0.995,                0.88418,                0.59783,                0.48664,                0.88358,             0.00083172,             0.00083172,             0.00083172
                    172,                0.51327,                0.51268,                0.86096,                0.97477,                      1,                  0.995,                0.88979,                0.55723,                0.46708,                0.87014,             0.00082925,             0.00082925,             0.00082925
                    173,                0.52934,                  0.496,                0.86876,                0.97477,                      1,                  0.995,                0.88979,                0.55723,                0.46708,                0.87014,             0.00082677,             0.00082677,             0.00082677
                    174,                0.56847,                 0.5353,                0.88597,                 0.9828,                      1,                  0.995,                0.89028,                0.47768,                0.42142,                0.84267,              0.0008243,              0.0008243,              0.0008243
                    175,                0.58903,                0.52002,                0.86482,                 0.9828,                      1,                  0.995,                0.89028,                0.47768,                0.42142,                0.84267,             0.00082183,             0.00082183,             0.00082183
                    176,                0.55769,                0.55741,                0.88517,                0.98032,                      1,                  0.995,                0.91679,                0.44841,                0.41973,                0.83518,             0.00081935,             0.00081935,             0.00081935
                    177,                0.55103,                0.53507,                0.85903,                0.98032,                      1,                  0.995,                0.91679,                0.44841,                0.41973,                0.83518,             0.00081688,             0.00081688,             0.00081688
                    178,                0.56041,                0.52526,                 0.8919,                0.97684,                      1,                  0.995,                0.88847,                 0.5245,                   0.43,                0.85622,              0.0008144,              0.0008144,              0.0008144
                    179,                0.59324,                0.55252,                0.89805,                0.97684,                      1,                  0.995,                0.88847,                 0.5245,                   0.43,                0.85622,             0.00081193,             0.00081193,             0.00081193
                    180,                0.56278,                 0.5467,                0.90293,                0.97912,                      1,                  0.995,                0.85336,                0.61788,                0.45167,                0.89225,             0.00080945,             0.00080945,             0.00080945
                    181,                0.54736,                0.52216,                0.87923,                0.97912,                      1,                  0.995,                0.85336,                0.61788,                0.45167,                0.89225,             0.00080698,             0.00080698,             0.00080698
                    182,                0.55197,                 0.5178,                 0.8578,                0.98123,                      1,                  0.995,                0.85978,                0.60941,                 0.4496,                0.90329,              0.0008045,              0.0008045,              0.0008045
                    183,                 0.5543,                0.53067,                0.88151,                0.98123,                      1,                  0.995,                0.85978,                0.60941,                 0.4496,                0.90329,             0.00080202,             0.00080202,             0.00080202
                    184,                0.57672,                0.53699,                0.89737,                0.97863,                      1,                  0.995,                0.87049,                0.54876,                0.43239,                0.88649,             0.00079955,             0.00079955,             0.00079955
                    185,                0.54892,                0.53518,                0.89554,                0.97863,                      1,                  0.995,                0.87049,                0.54876,                0.43239,                0.88649,             0.00079708,             0.00079708,             0.00079708
                    186,                0.52372,                0.50909,                0.86776,                0.97618,                      1,                  0.995,                0.87937,                0.52333,                0.42883,                0.87058,              0.0007946,              0.0007946,              0.0007946
                    187,                0.54452,                0.50412,                 0.8727,                0.97618,                      1,                  0.995,                0.87937,                0.52333,                0.42883,                0.87058,             0.00079213,             0.00079213,             0.00079213
                    188,                0.52642,                0.49805,                0.85335,                0.97991,                      1,                  0.995,                0.85102,                0.56703,                0.46767,                0.87474,             0.00078965,             0.00078965,             0.00078965
                    189,                0.53941,                0.49445,                0.87909,                0.97991,                      1,                  0.995,                0.85102,                0.56703,                0.46767,                0.87474,             0.00078717,             0.00078717,             0.00078717
                    190,                0.53073,                0.52982,                0.89476,                0.98573,                      1,                  0.995,                0.85649,                0.57595,                0.46216,                0.88139,              0.0007847,              0.0007847,              0.0007847
                    191,                0.55677,                0.53394,                 0.8998,                0.98573,                      1,                  0.995,                0.85649,                0.57595,                0.46216,                0.88139,             0.00078222,             0.00078222,             0.00078222
                    192,                0.52508,                0.50195,                0.87144,                 0.9875,                      1,                  0.995,                0.87471,                0.56256,                0.44305,                0.88093,             0.00077975,             0.00077975,             0.00077975
                    193,                 0.4994,                0.51759,                0.87916,                 0.9875,                      1,                  0.995,                0.87471,                0.56256,                0.44305,                0.88093,             0.00077728,             0.00077728,             0.00077728
                    194,                0.54002,                0.51445,                 0.8871,                0.98458,                      1,                  0.995,                0.87902,                0.55578,                0.41665,                0.87724,              0.0007748,              0.0007748,              0.0007748
                    195,                0.49367,                 0.4722,                0.87401,                0.98458,                      1,                  0.995,                0.87902,                0.55578,                0.41665,                0.87724,             0.00077232,             0.00077232,             0.00077232
                    196,                0.51666,                 0.4979,                0.89198,                0.98051,                      1,                  0.995,                0.88452,                0.58168,                0.41516,                0.87561,             0.00076985,             0.00076985,             0.00076985
                    197,                 0.5075,                0.48286,                0.86832,                0.98051,                      1,                  0.995,                0.88452,                0.58168,                0.41516,                0.87561,             0.00076738,             0.00076738,             0.00076738
                    198,                0.50487,                0.48598,                0.87511,                0.97928,                      1,                  0.995,                0.88528,                0.58001,                0.39585,                0.86947,              0.0007649,              0.0007649,              0.0007649
                    199,                0.55888,                0.52043,                0.90219,                0.97928,                      1,                  0.995,                0.88528,                0.58001,                0.39585,                0.86947,             0.00076243,             0.00076243,             0.00076243
                    200,                0.54647,                0.54454,                0.87383,                0.98093,                      1,                  0.995,                0.89167,                0.57249,                0.39243,                0.86623,             0.00075995,             0.00075995,             0.00075995
                    201,                0.51596,                0.48619,                0.87761,                0.98093,                      1,                  0.995,                0.89167,                0.57249,                0.39243,                0.86623,             0.00075747,             0.00075747,             0.00075747
                    202,                0.52659,                0.49197,                0.87141,                0.98128,                      1,                  0.995,                0.88451,                0.58109,                0.39572,                0.87314,               0.000755,               0.000755,               0.000755
                    203,                 0.5229,                0.48833,                0.87075,                0.98128,                      1,                  0.995,                0.88451,                0.58109,                0.39572,                0.87314,             0.00075252,             0.00075252,             0.00075252
